winning_team,country
Indonesia,Indonesia
Iran,Indonesia
Syria,Indonesia
Malaysia,Malaysia
Bangladesh,Indonesia
Iran,Indonesia
Thailand,Indonesia
Syria,Indonesia
Iran,Indonesia
Suriname,Suriname
Thailand,Indonesia
Iran,Indonesia
Malaysia,Singapore
Tanzania,Uganda
Hungary,Hungary
Colombia,Colombia
Mexico,Hungary
Papua New Guinea,Malaysia
Uganda,Uganda
Indonesia,Malaysia
Suriname,Guyana
Malaysia,Malaysia
Poland,Norway
Greece,Cyprus
Papua New Guinea,Malaysia
Liberia,Malaysia
Malaysia,Malaysia
Qatar,Singapore
Argentina,Belgium
Czechoslovakia,Greece
Denmark,Denmark
Argentina,Germany
Switzerland,Norway
Mozambique,Mauritius
Argentina,Mexico
Uruguay,Uruguay
Ghana,Ghana
Iceland,Saudi Arabia
Denmark,Denmark
Hungary,Hungary
Italy,Italy
Tunisia,Tunisia
United States,Netherlands Antilles
Bulgaria,Yugoslavia
Angola,Botswana
Japan,South Korea
Mozambique,Mozambique
Egypt,Zimbabwe
Honduras,Honduras
Uruguay,Peru
South Korea,South Korea
United States,United States
Saudi Arabia,Saudi Arabia
Israel,Greece
Mexico,United States
United States,United States
South Korea,India
Russia,Norway
Thailand,Saudi Arabia
Mexico,United States
Malaysia,India
United States,United States
India,India
Kenya,Kenya
South Korea,India
France,Luxembourg
Sudan,Tanzania
Guatemala,Guatemala
India,India
Zimbabwe,Zimbabwe
Benin,Congo
Pakistan,India
Algeria,Algeria
Malaysia,India
Bulgaria,Turkey
Belgium,Belgium
Germany,Germany
India,India
Mexico,Mexico
Hungary,Netherlands
Norway,Norway
New Zealand,Fiji
Malaysia,India
South Korea,India
Saudi Arabia,Saudi Arabia
New Zealand,Fiji
Nigeria,Nigeria
Sri Lanka,Saudi Arabia
Tunisia,Tunisia
Saudi Arabia,Saudi Arabia
Sri Lanka,Saudi Arabia
Morocco,Morocco
Saudi Arabia,Saudi Arabia
United Arab Emirates,Saudi Arabia
Mexico,Argentina
Saudi Arabia,Saudi Arabia
United Arab Emirates,Saudi Arabia
Chile,Chile
Kenya,Ethiopia
Oman,Saudi Arabia
United Arab Emirates,Saudi Arabia
Czechoslovakia,Czechoslovakia
Finland,Turkey
Mexico,Uruguay
Gambia,Gambia
Nigeria,Liberia
Suriname,Guyana
Somalia,Somalia
Angola,Angola
Burkina Faso,Burkina Faso
DR Congo,Zaïre
Suriname,Guyana
Liberia,Liberia
Mexico,Trinidad and Tobago
Tunisia,Tunisia
Austria,Austria
Denmark,Denmark
England,Turkey
Wales,Wales
Togo,Burkina Faso
Hungary,Cyprus
German DR,Luxembourg
Malawi,Malawi
Gambia,Gambia
Ghana,Burkina Faso
Mali,Mali
Malawi,Malawi
Ivory Coast,Burkina Faso
Saudi Arabia,Saudi Arabia
France,France
Togo,Burkina Faso
Burkina Faso,Burkina Faso
Togo,Burkina Faso
Kenya,Kenya
Mauritania,Mauritania
Ivory Coast,Burkina Faso
Ghana,Burkina Faso
Togo,Burkina Faso
United Arab Emirates,United Arab Emirates
Ghana,Burkina Faso
Ivory Coast,Burkina Faso
Togo,Burkina Faso
Ecuador,United States
Iran,Singapore
Syria,Singapore
Tanzania,Uganda
Grenada,Saint Lucia
Malawi,Uganda
South Korea,Singapore
Sierra Leone,Sierra Leone
Singapore,Singapore
Saint Lucia,Saint Lucia
Ecuador,United States
Zambia,Uganda
Iran,Singapore
Kuwait,Singapore
Somalia,Uganda
El Salvador,United States
Mexico,United States
Saudi Arabia,Singapore
Uganda,Uganda
United Arab Emirates,Singapore
Bulgaria,Bulgaria
Greece,Greece
Kuwait,Singapore
Malawi,Uganda
China PR,Singapore
Zambia,Uganda
Kenya,Uganda
Ecuador,Honduras
India,Singapore
Syria,Singapore
Zambia,Uganda
France,France
Italy,Italy
Somalia,Uganda
Saudi Arabia,Singapore
United Arab Emirates,Singapore
Zimbabwe,Uganda
Congo,Congo
Guatemala,Guatemala
China PR,Singapore
Kuwait,Singapore
Malawi,Uganda
Cameroon,Congo
Qatar,Singapore
Iran,Singapore
China PR,Singapore
Saudi Arabia,Singapore
Gabon,Congo
Congo,Congo
Zambia,Uganda
Malawi,Uganda
Iran,Singapore
Gabon,Congo
Equatorial Guinea,Congo
China PR,Singapore
Zambia,Uganda
Uganda,Uganda
Equatorial Guinea,Congo
Guatemala,Guatemala
Kuwait,Singapore
Germany,Malta
Saudi Arabia,Singapore
Cameroon,Congo
Congo,Congo
Cyprus,Cyprus
Gabon,Congo
Belgium,Greece
Cameroon,Congo
Albania,Albania
Turkey,Turkey
Netherlands,Cyprus
Guatemala,Guatemala
Morocco,Libya
Barbados,Barbados
North Korea,Singapore
Guyana,Guyana
Yugoslavia,India
Russia,India
Yugoslavia,India
Cuba,Guyana
Honduras,Honduras
Russia,India
Yugoslavia,India
Hungary,Germany
Uruguay,Uruguay
Morocco,India
Switzerland,Colombia
Russia,India
Zambia,Zimbabwe
Bolivia,Bolivia
Uruguay,Uruguay
Zambia,Zimbabwe
Russia,India
Bulgaria,Mexico
Mexico,Mexico
Uruguay,Bolivia
Poland,Mexico
Chile,Chile
Costa Rica,Costa Rica
Switzerland,Mexico
Chile,Chile
Switzerland,United States
Poland,Colombia
Guinea,Guinea
Portugal,Malta
Uruguay,Paraguay
Cape Verde,Gambia
Sierra Leone,Gambia
Senegal,Gambia
Mali,Gambia
Sierra Leone,Gambia
Gambia,Gambia
Colombia,Colombia
Mali,Gambia
Senegal,Gambia
Uruguay,Uruguay
Cape Verde,Gambia
Sierra Leone,Gambia
Guinea,Gambia
Senegal,Gambia
Guatemala,Guatemala
China PR,Hong Kong
Macau,Macau
Peru,Peru
Senegal,Gambia
Gambia,Gambia
China PR,Macau
Mali,Gambia
Colombia,Chile
Senegal,Gambia
Hong Kong,Hong Kong
Japan,Singapore
Antigua and Barbuda,Antigua and Barbuda
Peru,Chile
Trinidad and Tobago,Saint Vincent and the Grenadines
Tunisia,Tunisia
Uruguay,Uruguay
China PR,Macau
Mexico,Mexico
Norway,Wales
Greece,Greece
Netherlands,Netherlands
Peru,Uruguay
Colombia,Paraguay
China PR,Hong Kong
Guadeloupe,Antigua and Barbuda
Dominica,Dominica
Trinidad and Tobago,Grenada
Suriname,Honduras
Costa Rica,Costa Rica
Honduras,Honduras
Algeria,Algeria
Libya,Libya
Canada,Saint Vincent and the Grenadines
Chile,Peru
Guyana,French Guiana
Malaysia,Malaysia
Canada,Trinidad and Tobago
Uruguay,Uruguay
German DR,Algeria
Italy,Greece
Canada,Jamaica
El Salvador,Honduras
Indonesia,Indonesia
Chile,Chile
Suriname,French Guiana
Canada,Jamaica
Indonesia,Indonesia
Costa Rica,Costa Rica
Indonesia,Indonesia
Peru,Peru
Algeria,Mauritania
Syria,Syria
Zimbabwe,Zimbabwe
Malawi,Zambia
Jersey,Alderney
Brunei,Brunei
Chile,Chile
Canada,Costa Rica
Suriname,Guyana
Saint Vincent and the Grenadines,Saint Vincent and the Grenadines
Malawi,Zambia
Belgium,Belgium
Germany,Germany
Poland,Romania
Yugoslavia,Yugoslavia
Turkey,Albania
Libya,Libya
Guatemala,Panama
Algeria,Angola
DR Congo,Congo
Guinea,Ghana
Malaysia,Malaysia
Senegal,Togo
Mozambique,Malawi
Canada,Canada
Trinidad and Tobago,Guadeloupe
Hungary,Hungary
Italy,Italy
Malta,Malta
Romania,Romania
France,Yugoslavia
Canada,United States
Hong Kong,Brunei
Bulgaria,Bulgaria
Indonesia,India
Nigeria,Kenya
South Korea,South Korea
Mali,Mali
Morocco,Morocco
Uruguay,Uruguay
Zambia,Zambia
Thailand,India
India,India
United Arab Emirates,Saudi Arabia
Macau,Brunei
Canada,Canada
Congo,Zaïre
Ghana,Guinea
Ivory Coast,Mali
Trinidad and Tobago,Panama
Tunisia,Tunisia
Malawi,Mozambique
Hungary,Austria
Colombia,Colombia
Germany,Germany
Trinidad and Tobago,Panama
Algeria,Algeria
Paraguay,Colombia
Syria,Syria
United Arab Emirates,United Arab Emirates
Jamaica,Barbados
Canada,Canada
Nigeria,Nigeria
Bolivia,Bolivia
Ghana,Ghana
Morocco,Malawi
Czechoslovakia,Malta
Togo,Togo
Peru,Peru
Costa Rica,Costa Rica
Iceland,Luxembourg
Guatemala,Haiti
Guadeloupe,French Guiana
Colombia,Colombia
Trinidad and Tobago,Costa Rica
Hong Kong,Macau
Paraguay,Paraguay
Germany,Czechoslovakia
Japan,North Korea
Wales,Wales
Belgium,Belgium
Peru,Bolivia
Yugoslavia,Luxembourg
Austria,Netherlands
England,Romania
Tunisia,Tunisia
Bulgaria,Bulgaria
Malawi,Zimbabwe
Hong Kong,Hong Kong
Canada,Guatemala
Iraq,India
Suriname,Trinidad and Tobago
Guernsey,Guernsey
Austria,Austria
Denmark,Denmark
Canada,Haiti
Paraguay,Argentina
Senegal,Mauritania
Argentina,Argentina
Netherlands,Hungary
Colombia,Colombia
Guatemala,Guatemala
United States,United States
Poland,Greece
South Korea,South Korea
United States,United States
Chile,Chile
North Korea,North Korea
Paraguay,Bolivia
Colombia,Colombia
United States,Costa Rica
Argentina,Venezuela
Poland,Albania
Costa Rica,United States
Bulgaria,Bulgaria
Hong Kong,Hong Kong
Brazil,Bolivia
Canada,South Korea
Argentina,Colombia
Italy,Mexico
Peru,Venezuela
Bahrain,South Korea
Denmark,Denmark
Norway,Norway
Italy,Mexico
South Korea,South Korea
South Korea,South Korea
Argentina,Argentina
Iraq,South Korea
Mexico,Mexico
Paraguay,Paraguay
Colombia,Peru
England,Mexico
South Korea,South Korea
Mexico,Mexico
Ivory Coast,Nigeria
Argentina,Argentina
Brazil,Paraguay
Peru,Peru
England,United States
Nigeria,Nigeria
Peru,Peru
Colombia,Venezuela
Guinea,Guinea
Suriname,Barbados
Martinique,Barbados
Guadeloupe,Barbados
Martinique,Barbados
Angola,Cape Verde
Peru,Argentina
Martinique,Barbados
Colombia,Colombia
Suriname,Barbados
Saudi Arabia,Saudi Arabia
Iraq,Saudi Arabia
Tahiti,Fiji
Qatar,Saudi Arabia
Bahrain,Saudi Arabia
Tanzania,Malawi
Nigeria,Nigeria
Saudi Arabia,Saudi Arabia
Iraq,Saudi Arabia
Malawi,Malawi
Angola,Cape Verde
DR Congo,Kenya
Angola,Cape Verde
Qatar,Saudi Arabia
Tanzania,Malawi
Iraq,Saudi Arabia
Tahiti,Fiji
Iraq,Saudi Arabia
Qatar,Saudi Arabia
Algeria,Algeria
Tahiti,Fiji
Libya,Ghana
Costa Rica,Costa Rica
Tunisia,Tunisia
South Korea,South Korea
Libya,Libya
Uganda,Kenya
Morocco,Morocco
Tunisia,Tunisia
Algeria,Zambia
South Korea,Indonesia
Algeria,Kenya
Zambia,Nigeria
Honduras,Costa Rica
Mali,Guinea
Thailand,Indonesia
Algeria,Algeria
German DR,Norway
Costa Rica,Canada
Zambia,Zambia
Zimbabwe,Zimbabwe
France,France
Libya,Libya
Canada,Honduras
Guinea,Mali
Morocco,Morocco
Bulgaria,United States
Mauritius,Mauritius
Réunion,Mauritius
Romania,Romania
Madagascar,Mauritius
Mauritius,Mauritius
Maldives,Mauritius
Réunion,Mauritius
Réunion,Mauritius
Canada,Costa Rica
Ivory Coast,Ghana
Czechoslovakia,Czechoslovakia
Netherlands,Netherlands
Morocco,Zaïre
Honduras,Honduras
Norway,Norway
Scotland,Wales
Sweden,Denmark
Northern Ireland,Turkey
Canada,Canada
Mozambique,Mozambique
China PR,Papua New Guinea
China PR,Papua New Guinea
Peru,United States
Syria,Syria
Iraq,United Arab Emirates
Japan,Hong Kong
Mexico,United States
Czechoslovakia,Czechoslovakia
Norway,Italy
Bulgaria,Luxembourg
Australia,Australia
United Arab Emirates,Saudi Arabia
German DR,Yugoslavia
Malawi,Zimbabwe
Saudi Arabia,Saudi Arabia
Zimbabwe,Zimbabwe
Zambia,Zimbabwe
Morocco,Morocco
Algeria,Tunisia
Kenya,Zimbabwe
Kenya,Zimbabwe
Uganda,Zimbabwe
Switzerland,Denmark
Chile,Paraguay
Uganda,Zimbabwe
Libya,Libya
Zimbabwe,Zimbabwe
Malawi,Zimbabwe
Malaysia,Singapore
Zimbabwe,Zimbabwe
Yugoslavia,Austria
Belgium,Belgium
Czechoslovakia,Czechoslovakia
Portugal,Germany
Bulgaria,Greece
Denmark,Norway
Paraguay,Peru
Northern Ireland,Romania
Singapore,Singapore
Hungary,Wales
Algeria,Algeria
Libya,Libya
Israel,Australia
Singapore,Singapore
Australia,Australia
Singapore,Singapore
Myanmar,Burma
Australia,Australia
Chile,Chile
Paraguay,Paraguay
Greece,Albania
France,France
Australia,Australia
Colombia,Colombia
South Korea,South Korea
Chile,Peru
British Virgin Islands,Anguilla
France,France
Mozambique,Angola
Zimbabwe,Angola
Paraguay,Paraguay
Zimbabwe,Angola
Romania,Turkey
Argentina,United States
Iraq,Syria
Paraguay,Chile
Czechoslovakia,Germany
Dominica,Grenada
Sweden,Malta
Argentina,Mexico
Saint Vincent and the Grenadines,Grenada
Saint Vincent and the Grenadines,Grenada
Zambia,Zaïre
Ivory Coast,Zaïre
Netherlands,Netherlands
DR Congo,Zaïre
Zambia,Zaïre
Egypt,Zaïre
Ivory Coast,Zaïre
Saint Kitts and Nevis,Saint Kitts and Nevis
Congo,Zaïre
Ivory Coast,Zaïre
Iraq,Saudi Arabia
Saint Kitts and Nevis,Dominica
Mexico,United States
Scotland,Australia
Mexico,Mexico
Tunisia,Tunisia
Hungary,Mexico
Mexico,Mexico
Hungary,Mexico
Poland,Turkey
South Korea,Mexico
Mexico,Mexico
Guinea,Gambia
China PR,India
China PR,India
Paraguay,Canada
Peru,India
Uruguay,United States
Germany,Italy
Paraguay,United States
German DR,Mexico
Paraguay,Hong Kong
German DR,United States
Zambia,Zambia
Paraguay,Indonesia
Poland,Uruguay
Zambia,Zambia
Algeria,Saudi Arabia
Cyprus,Greece
Mexico,Mexico
Bulgaria,Morocco
Algeria,Saudi Arabia
Burkina Faso,Ghana
Togo,Ghana
Ghana,Ghana
Algeria,Algeria
Togo,Ghana
Liberia,Ghana
Wales,Saudi Arabia
Niger,Ghana
Northern Ireland,France
Ghana,Ghana
Norway,Grenada
Cameroon,Tunisia
Ghana,Ghana
Togo,Ghana
Niger,Ghana
Finland,Saudi Arabia
Ghana,Ghana
Norway,Saint Lucia
Togo,Ghana
Niger,Ghana
Ghana,Ghana
Norway,Guadeloupe
Norway,Martinique
Denmark,United States
Germany,Germany
Paraguay,Saudi Arabia
Turkey,Turkey
Ethiopia,Djibouti
Romania,Iraq
Hungary,Hungary
Ethiopia,Djibouti
France,France
Greece,Greece
Italy,Italy
Bulgaria,Bulgaria
Guernsey,Guernsey
Mexico,United States
Uruguay,Wales
Belgium,Belgium
Czechoslovakia,Czechoslovakia
Romania,Romania
Mexico,Mexico
Scotland,Netherlands
Bulgaria,Bulgaria
Norway,Norway
Réunion,France
Jersey,Jersey
Canada,Canada
Yugoslavia,Germany
Italy,Italy
Norway,Norway
Austria,Austria
Germany,Germany
Denmark,Denmark
England,United States
Yugoslavia,Belgium
Wales,Canada
Panama,Panama
England,Canada
Italy,Mexico
Hong Kong,Macau
France,Mexico
Brazil,Mexico
Argentina,Mexico
Poland,Mexico
Russia,Mexico
Northern Ireland,Mexico
Ethiopia,Djibouti
Mexico,Mexico
Portugal,Mexico
Paraguay,Mexico
Romania,Romania
Denmark,Mexico
Germany,Mexico
Russia,Mexico
Argentina,Mexico
Bulgaria,Mexico
Brazil,Mexico
Morocco,Mexico
Hungary,Mexico
Réunion,Mauritius
Paraguay,Mexico
Spain,Mexico
Poland,Mexico
Denmark,Mexico
Germany,Mexico
Belgium,Mexico
France,Mexico
Russia,Mexico
Argentina,Mexico
Italy,Mexico
England,Mexico
Guyana,Guyana
Mexico,Mexico
Belgium,Mexico
Morocco,Mexico
Spain,Mexico
Brazil,Mexico
Denmark,Mexico
Uruguay,Mexico
Mexico,Mexico
Belgium,Mexico
Argentina,Mexico
Brazil,Mexico
France,Mexico
Germany,Mexico
Spain,Mexico
England,Mexico
France,Mexico
Zambia,Malawi
Germany,Mexico
Argentina,Mexico
Zambia,Malawi
Belgium,Mexico
Argentina,Mexico
Germany,Mexico
France,Mexico
Argentina,Mexico
Myanmar,Burma
Malawi,Malawi
Uganda,Malawi
Uganda,Malawi
Malaysia,Malaysia
Japan,Malaysia
Guinea,Liberia
Malaysia,Malaysia
Togo,Liberia
Ivory Coast,Liberia
Ghana,Liberia
India,Malaysia
Ivory Coast,Liberia
Togo,Liberia
Liberia,Liberia
Malaysia,Malaysia
Ivory Coast,Liberia
Liberia,Liberia
Czechoslovakia,Australia
Czechoslovakia,Australia
Czechoslovakia,Australia
Guinea,Guinea
Algeria,Indonesia
Romania,Norway
Algeria,Malaysia
North Korea,Singapore
Canada,Singapore
Switzerland,Austria
North Korea,Singapore
Guinea,Gambia
North Korea,Singapore
China PR,Singapore
China PR,Singapore
China PR,Singapore
North Korea,Singapore
China PR,Singapore
Canada,Singapore
Saudi Arabia,Singapore
Hungary,Norway
Republic of Ireland,Belgium
Czechoslovakia,Czechoslovakia
Romania,Romania
New Zealand,Fiji
New Zealand,Fiji
Iran,South Korea
South Korea,South Korea
China PR,South Korea
Kuwait,South Korea
Japan,South Korea
Uganda,Uganda
Iraq,South Korea
United Arab Emirates,South Korea
Saudi Arabia,South Korea
Indonesia,South Korea
China PR,South Korea
Iran,South Korea
Kuwait,South Korea
United Arab Emirates,South Korea
Iraq,South Korea
Malaysia,South Korea
Germany,Denmark
German DR,Norway
Bahrain,South Korea
Iran,South Korea
Kuwait,South Korea
Oman,South Korea
United Arab Emirates,South Korea
Saudi Arabia,South Korea
Bahrain,South Korea
Bangladesh,South Korea
Kuwait,South Korea
DR Congo,Zambia
Oman,South Korea
Iraq,South Korea
Indonesia,South Korea
DR Congo,Zambia
South Korea,South Korea
Japan,South Korea
Iran,South Korea
Oman,South Korea
Thailand,South Korea
Saudi Arabia,South Korea
Botswana,Botswana
Iraq,South Korea
Iran,South Korea
Indonesia,South Korea
China PR,South Korea
South Korea,South Korea
Kuwait,South Korea
Kuwait,South Korea
Sierra Leone,Sierra Leone
Angola,Angola
Uganda,Uganda
Congo,Central African Republic
Ethiopia,Ethiopia
South Korea,South Korea
Kenya,Kenya
Italy,Italy
Russia,France
Uganda,Uganda
Belgium,Luxembourg
Austria,Austria
Czechoslovakia,Czechoslovakia
Spain,Germany
Netherlands,Hungary
Congo,Congo
Sierra Leone,Liberia
Uganda,Somalia
Honduras,Nicaragua
Austria,Austria
Denmark,Denmark
Bulgaria,Tunisia
Yugoslavia,Yugoslavia
Panama,Nicaragua
Australia,Australia
Denmark,Czechoslovakia
Greece,Greece
Northern Ireland,Turkey
Italy,Italy
Sweden,Malta
Bulgaria,Belgium
Poland,Netherlands
Rwanda,Kenya
Spain,Albania
Greece,Cyprus
Italy,Malta
Angola,Angola
Cameroon,Equatorial Guinea
Zambia,Angola
Gabon,Equatorial Guinea
Algeria,Algeria
Cameroon,Equatorial Guinea
Saint Lucia,Saint Lucia
Congo,Equatorial Guinea
Chad,Equatorial Guinea
Algeria,Algeria
Gabon,Equatorial Guinea
Cameroon,Equatorial Guinea
Gabon,Equatorial Guinea
Cameroon,Equatorial Guinea
Netherlands,Cyprus
Barbados,Barbados
Mexico,United States
Greece,Greece
China PR,India
Mali,Mali
Guinea,Guinea
Italy,Italy
Nigeria,India
Guyana,Saint Lucia
Ghana,Liberia
Liberia,Liberia
Ghana,Liberia
Benin,Liberia
Ivory Coast,Liberia
Burkina Faso,Liberia
Jamaica,Cayman Islands
Austria,Tunisia
Hungary,Cyprus
Ghana,Liberia
Russia,Wales
Panama,Panama
Guinea,Guinea
Mali,Guinea
Cuba,Panama
Sierra Leone,Guinea
Mali,Guinea
Mauritania,Guinea
Senegal,Guinea
Panama,Dominican Republic
Guinea-Bissau,Guinea
Mali,Guinea
Sierra Leone,Guinea
Panama,Dominican Republic
Panama,Dominican Republic
Guinea,Guinea
Sierra Leone,Guinea
Sierra Leone,Guinea
Panama,Dominican Republic
Guinea,Guinea
Romania,Turkey
Vanuatu,Australia
Romania,Greece
Guyana,Barbados
Mexico,Mexico
Jersey,Jersey
Syria,United Arab Emirates
Guatemala,Guatemala
United Arab Emirates,United Arab Emirates
Greece,Netherlands
Cuba,Panama
Romania,Romania
Turkey,Turkey
Yugoslavia,Yugoslavia
Algeria,Algeria
Mauritius,Botswana
Kenya,Kenya
Nigeria,Nigeria
DR Congo,Zaïre
Zimbabwe,Mozambique
Sierra Leone,Ghana
Spain,Austria
Belgium,Belgium
Bulgaria,Bulgaria
Wales,Wales
Ivory Coast,Congo
Romania,Romania
Angola,Angola
Zimbabwe,Zimbabwe
Uganda,Uganda
Ghana,Sierra Leone
Sudan,Tanzania
Senegal,Guinea
Nigeria,Togo
Algeria,Tunisia
Netherlands,Netherlands
Italy,Germany
Zambia,Zimbabwe
Austria,Albania
France,France
Greece,Greece
Honduras,Honduras
Jamaica,Jamaica
Netherlands,Netherlands
Romania,Romania
England,Turkey
Czechoslovakia,Wales
Bulgaria,Luxembourg
Jersey,Guernsey
Tahiti,New Caledonia
Hungary,Hungary
Bulgaria,Bulgaria
Burkina Faso,Burkina Faso
Guadeloupe,France
Republic of Ireland,Luxembourg
Italy,Norway
Guadeloupe,France
Hong Kong,Hong Kong
Czechoslovakia,Denmark
Russia,Norway
Egypt,South Korea
Australia,South Korea
Egypt,South Korea
Colombia,Colombia
Thailand,South Korea
South Korea,South Korea
Zimbabwe,Malawi
Paraguay,Bolivia
South Korea,South Korea
Malawi,Malawi
Norway,Norway
United States,South Korea
Egypt,South Korea
Chile,Peru
Uruguay,Uruguay
Paraguay,Argentina
Australia,South Korea
Peru,Peru
Uruguay,Uruguay
Chile,Chile
Peru,Argentina
Brazil,Argentina
Bolivia,Argentina
Zambia,Zambia
Chile,Argentina
Colombia,Argentina
Argentina,Argentina
Chile,Argentina
Ivory Coast,Malawi
Nigeria,Nigeria
Ecuador,Argentina
Colombia,Argentina
Kenya,Zimbabwe
Burundi,Malawi
Chile,Argentina
Burundi,Malawi
Uruguay,Argentina
Colombia,Argentina
Burundi,Malawi
Uruguay,Argentina
Zimbabwe,Kenya
Sierra Leone,Sierra Leone
Senegal,Zaïre
Guinea-Bissau,São Tomé and Príncipe
Guinea-Bissau,São Tomé and Príncipe
Liberia,Liberia
Ghana,Liberia
Angola,São Tomé and Príncipe
Kenya,Kenya
Cameroon,Kenya
Egypt,Kenya
Ivory Coast,Kenya
Cameroon,Kenya
Madagascar,Kenya
Indonesia,Indonesia
Egypt,Kenya
Malawi,Kenya
Kenya,Kenya
Cameroon,Kenya
South Korea,Indonesia
Ivory Coast,Kenya
Malawi,Kenya
Algeria,Indonesia
Senegal,Kenya
Madagascar,Kenya
Indonesia,Indonesia
Egypt,Kenya
Malawi,Kenya
Germany,Germany
Sweden,Norway
Malawi,Kenya
Egypt,Kenya
Russia,Yugoslavia
New Zealand,Australia
Grenada,Guyana
Guyana,Guyana
Germany,Germany
Belgium,Netherlands
Wales,Wales
Malaysia,Indonesia
Thailand,Indonesia
Indonesia,Indonesia
Trinidad and Tobago,Guyana
Thailand,Indonesia
Malaysia,Indonesia
Indonesia,Indonesia
Bulgaria,Bulgaria
Germany,Germany
Italy,Italy
Iceland,Norway
Canada,Honduras
Mexico,Mexico
El Salvador,United States
Greece,Romania
Denmark,Denmark
Norway,France
Sweden,Germany
Hungary,Hungary
Yugoslavia,Yugoslavia
Zambia,Zambia
Martinique,Barbados
Czechoslovakia,Czechoslovakia
Romania,Albania
Netherlands,Netherlands
Ghana,Liberia
Mali,Mali
Belgium,Belgium
Scotland,Bulgaria
Poland,Cyprus
Czechoslovakia,Czechoslovakia
Suriname,French Guiana
England,Yugoslavia
Italy,Italy
Switzerland,Malta
Romania,Austria
German DR,France
Germany,Hungary
Togo,Togo
Pakistan,India
Nepal,India
Nigeria,Burkina Faso
Pakistan,India
Bangladesh,India
India,India
Nepal,India
Pakistan,India
India,India
Trinidad and Tobago,Barbados
Hungary,Hungary
Scotland,Luxembourg
Malawi,Tunisia
Italy,Italy
Suriname,Suriname
Burkina Faso,Mali
Trinidad and Tobago,Trinidad and Tobago
Angola,Angola
Ghana,Angola
Netherlands,Netherlands
New Caledonia,New Caledonia
Tahiti,New Caledonia
Vanuatu,New Caledonia
Vanuatu,New Caledonia
Benin,Angola
Mali,Burkina Faso
Ghana,Angola
New Caledonia,New Caledonia
Tahiti,New Caledonia
Tunisia,Algeria
Wallis Islands and Futuna,New Caledonia
Tahiti,New Caledonia
Vanuatu,New Caledonia
Burkina Faso,Burkina Faso
Tanzania,Ethiopia
Zimbabwe,Ethiopia
Tunisia,Algeria
Togo,Togo
Zanzibar,Ethiopia
Uganda,Ethiopia
Algeria,Algeria
Papua New Guinea,New Caledonia
New Caledonia,New Caledonia
Tahiti,New Caledonia
Argentina,Argentina
Netherlands,Greece
Kenya,Ethiopia
Yugoslavia,Turkey
Zimbabwe,Ethiopia
Zanzibar,Ethiopia
Malawi,Ethiopia
South Korea,Malaysia
New Caledonia,New Caledonia
Papua New Guinea,New Caledonia
Ivory Coast,Liberia
New Caledonia,New Caledonia
Papua New Guinea,New Caledonia
Zanzibar,Ethiopia
Ethiopia,Ethiopia
Liberia,Liberia
Uganda,Ethiopia
Portugal,Malta
Senegal,Liberia
Ivory Coast,Liberia
Zimbabwe,Ethiopia
Ethiopia,Ethiopia
Uganda,Ethiopia
Zimbabwe,Ethiopia
Ghana,Gambia
Algeria,Algeria
Ghana,Gambia
Costa Rica,Guatemala
Guatemala,Guatemala
United States,Guatemala
Mexico,Honduras
Japan,United Arab Emirates
United Arab Emirates,United Arab Emirates
Morocco,France
France,France
United Arab Emirates,United Arab Emirates
Switzerland,Monaco
Yemen,United Arab Emirates
France,Monaco
India,United Arab Emirates
Malta,Malta
United Arab Emirates,United Arab Emirates
China PR,United Arab Emirates
Thailand,United Arab Emirates
Malta,Malta
China PR,United Arab Emirates
Yemen,United Arab Emirates
Bangladesh,United Arab Emirates
Finland,Malta
United Arab Emirates,United Arab Emirates
China PR,United Arab Emirates
Bangladesh,United Arab Emirates
India,United Arab Emirates
Thailand,United Arab Emirates
Greece,Greece
Scotland,Saudi Arabia
United Arab Emirates,United Arab Emirates
Canada,Bermuda
Italy,Italy
Egypt,United Arab Emirates
Djibouti,Djibouti
Iraq,Iraq
Egypt,United Arab Emirates
Costa Rica,Costa Rica
Saudi Arabia,Saudi Arabia
Morocco,Morocco
Kuwait,Saudi Arabia
United Arab Emirates,Saudi Arabia
Oman,Saudi Arabia
United Arab Emirates,Saudi Arabia
Qatar,Saudi Arabia
Antigua and Barbuda,Dominica
Bahrain,Saudi Arabia
Iraq,Saudi Arabia
Qatar,Saudi Arabia
Saudi Arabia,Saudi Arabia
Libya,Libya
Oman,Saudi Arabia
Iraq,Saudi Arabia
Suriname,Guadeloupe
Bahrain,Saudi Arabia
Ivory Coast,Morocco
Gambia,Gambia
DR Congo,Morocco
Iraq,Saudi Arabia
United Arab Emirates,Saudi Arabia
Cameroon,Morocco
Nigeria,Morocco
Kuwait,Saudi Arabia
Bahrain,Saudi Arabia
Guatemala,Guatemala
Hungary,Hungary
DR Congo,Morocco
Morocco,Morocco
Iraq,Saudi Arabia
Nigeria,Morocco
Egypt,Morocco
United Arab Emirates,Saudi Arabia
Iraq,Saudi Arabia
Honduras,United States
Kuwait,Saudi Arabia
Algeria,Morocco
Ivory Coast,Morocco
Antigua and Barbuda,Antigua and Barbuda
Kenya,Morocco
Nigeria,Morocco
Scotland,Malta
Nigeria,Morocco
Bulgaria,Bulgaria
France,France
Russia,Greece
Cameroon,Morocco
Yugoslavia,Wales
Belgium,Belgium
Algeria,Morocco
Canada,Peru
